state,fips_code,county,county seat,latitude,longitude,longitude_abs,population,land area,water area,total area
California,6077,San Joaquin,Stockton,+37.935034°,–121.272237°,121.272237°,"685,306","3,603.51",91.109,"3,694.62"
California,6079,San Luis Obispo,San Luis Obispo,+35.385227°,–120.447540°,120.447540°,"269,637","8,543.25",820.975,"9,364.22"
California,6081,San Mateo,Redwood City,+37.414664°,–122.371542°,122.371542°,"718,451","1,161.37",757.704,"1,919.08"
California,6083,Santa Barbara,Santa Barbara,+34.537378°,–120.038485°,120.038485°,"423,895","7,083.84","2,729.83","9,813.67"
California,6085,Santa Clara,San Jose,+37.220777°,–121.690622°,121.690622°,"1,781,642","3,341.34",36.175,"3,377.52"
California,6087,Santa Cruz,Santa Cruz,+37.012488°,–122.007205°,122.007205°,"262,382","1,152.99",419.569,"1,572.56"
California,6089,Shasta,Redding,+40.760522°,–122.043550°,122.043550°,"177,223","9,778.25",186.531,"9,964.78"
California,6091,Sierra,Downieville,+39.576925°,–120.521993°,120.521993°,"3,240","2,468.81",23.299,"2,492.11"
California,6093,Siskiyou,Yreka,+41.587986°,–122.533287°,122.533287°,"44,900","16,259.65",179.889,"16,439.54"
California,6095,Solano,Fairfield,+38.267226°,–121.939594°,121.939594°,"413,344","2,128.36",218.666,"2,347.03"
California,6097,Sonoma,Santa Rosa,+38.532574°,–122.945194°,122.945194°,"483,878","4,081.43",497.53,"4,578.96"
California,6099,Stanislaus,Modesto,+37.562384°,–121.002656°,121.002656°,"514,453","3,871.58",51.437,"3,923.02"
California,6101,Sutter,Yuba City,+39.035257°,–121.702758°,121.702758°,"94,737","1,560.24",15.747,"1,575.98"
California,6103,Tehama,Red Bluff,+40.126156°,–122.232276°,122.232276°,"63,463","7,639.71",32.276,"7,671.99"
California,6105,Trinity,Weaverville,+40.647724°,–123.114404°,123.114404°,"13,786","8,234.23",73.408,"8,307.64"
California,6107,Tulare,Visalia,+36.230453°,–118.780542°,118.780542°,"442,179","12,494.66",37.392,"12,532.05"
California,6109,Tuolumne,Sonora,+38.021451°,–119.964708°,119.964708°,"55,365","5,752.06",138.684,"5,890.75"
California,6111,Ventura,Ventura,+34.358742°,–119.133143°,119.133143°,"823,318","4,773.69",945.992,"5,719.68"
California,6113,Yolo,Woodland,+38.679268°,–121.903178°,121.903178°,"200,849","2,628.03",22.969,"2,651.00"
California,6115,Yuba,Marysville,+39.270026°,–121.344280°,121.344280°,"72,155","1,636.45",30.999,"1,667.45"
Colorado,8001,Adams,Brighton,+39.874325°,–104.331872°,104.331872°,"441,603","3,024.21",42.07,"3,066.28"
Colorado,8003,Alamosa,Alamosa,+37.568442°,–105.788041°,105.788041°,"15,445","1,871.64",1.808,"1,873.45"
Colorado,8005,Arapahoe,Littleton,+39.644632°,–104.331733°,104.331733°,"572,003","2,067.07",19.004,"2,086.07"
Colorado,8007,Archuleta,Pagosa Springs,+37.202395°,–107.050863°,107.050863°,"12,084","3,496.94",13.828,"3,510.77"
Colorado,8009,Baca,Springfield,+37.303144°,–102.535457°,102.535457°,"3,788","6,617.33",6.142,"6,623.48"
Colorado,8011,Bent,Las Animas,+37.931891°,–103.077584°,103.077584°,"6,499","3,918.29",73.094,"3,991.39"
Colorado,8013,Boulder,Boulder,+40.094826°,–105.398382°,105.398382°,"294,567","1,881.08",36.469,"1,917.55"
Colorado,8014,Broomfield,Broomfield,+39.953383°,–105.052125°,105.052125°,"55,889",85.558,1.466,87.024
Colorado,8015,Chaffee,Salida,+38.738246°,–106.316972°,106.316972°,"17,809","2,624.70",4.013,"2,628.72"
Colorado,8017,Cheyenne,Cheyenne Wells,+38.835387°,–102.604585°,102.604585°,"1,836","4,605.71",8.166,"4,613.88"
Colorado,8019,Clear Creek,Georgetown,+39.689403°,–105.670791°,105.670791°,"9,088","1,023.63",3.28,"1,026.91"
Colorado,8021,Conejos,Conejos,+37.213407°,–106.176447°,106.176447°,"8,256","3,334.33",9.235,"3,343.56"
Colorado,8023,Costilla,San Luis,+37.277547°,–105.428940°,105.428940°,"3,524","3,177.79",8.829,"3,186.62"
Colorado,8025,Crowley,Ordway,+38.321956°,–103.787562°,103.787562°,"5,823","2,039.41",33.43,"2,072.84"
Colorado,8027,Custer,Westcliffe,+38.101994°,–105.373515°,105.373515°,"4,255","1,913.03",3.365,"1,916.40"
Colorado,8029,Delta,Delta,+38.861756°,–107.864757°,107.864757°,"30,952","2,957.90",16.961,"2,974.86"
Colorado,8031,Denver,Denver,+39.761849°,–104.880625°,104.880625°,"600,158",396.269,4.225,400.494
Colorado,8033,Dolores,Dove Creek,+37.747602°,–108.530383°,108.530383°,"2,064","2,763.65",2.716,"2,766.37"
Colorado,8035,Douglas,Castle Rock,+39.326435°,–104.926199°,104.926199°,"285,465","2,176.23",6.789,"2,183.02"
Colorado,8037,Eagle,Eagle,+39.630638°,–106.692944°,106.692944°,"52,197","4,362.91",18.806,"4,381.72"
Colorado,8039,Elbert,Colorado Springs,+39.310817°,–104.117928°,104.117928°,"23,086","4,793.67",0.442,"4,794.11"
Colorado,8041,El Paso,Kiowa,+38.827383°,–104.527472°,104.527472°,"622,263","5,508.39",7.112,"5,515.50"
Colorado,8043,Fremont,Cañon City,+38.455658°,–105.421438°,105.421438°,"46,824","3,970.63",2.235,"3,972.86"
Colorado,8045,Garfield,Glenwood Springs,+39.599352°,–107.909780°,107.909780°,"56,389","7,634.15",21.431,"7,655.58"
Colorado,8047,Gilpin,Central City,+39.861082°,–105.528947°,105.528947°,"5,441",388.229,0.942,389.171
Colorado,8049,Grand,Hot Sulphur Springs,+40.123289°,–106.095876°,106.095876°,"14,843","4,781.97",60.25,"4,842.22"
Colorado,8051,Gunnison,Gunnison,+38.669679°,–107.078108°,107.078108°,"15,324","8,389.23",53.172,"8,442.40"
Colorado,8053,Hinsdale,Lake City,+37.811625°,–107.383405°,107.383405°,843,"2,893.67",15.325,"2,908.99"
Colorado,8055,Huerfano,Walsenburg,+37.687815°,–104.959928°,104.959928°,"6,711","4,120.67",5.792,"4,126.47"
Colorado,8057,Jackson,Walden,+40.663432°,–106.329248°,106.329248°,"1,394","4,179.52",18.75,"4,198.27"
Colorado,8059,Jefferson,Golden,+39.586460°,–105.245601°,105.245601°,"534,543","1,979.29",25.446,"2,004.74"
Colorado,8061,Kiowa,Eads,+38.388466°,–102.756210°,102.756210°,"1,398","4,578.50",47.033,"4,625.53"
Colorado,8063,Kit Carson,Burlington,+39.305340°,–102.603023°,102.603023°,"8,270","5,596.50",2.252,"5,598.75"
Colorado,8065,Lake,Durango,+39.204316°,–106.349696°,106.349696°,"7,310",976.194,18.124,994.319
Colorado,8067,La Plata,Leadville,+37.287367°,–107.839718°,107.839718°,"51,334","4,382.46",19.76,"4,402.22"
Colorado,8069,Larimer,Fort Collins,+40.663091°,–105.482131°,105.482131°,"299,630","6,723.61",98.295,"6,821.91"
Colorado,8071,Las Animas,Trinidad,+37.318831°,–104.044110°,104.044110°,"15,507","12,361.16",6.93,"12,368.09"
Colorado,8073,Lincoln,Hugo,+38.993740°,–103.507555°,103.507555°,"5,467","6,676.02",22.781,"6,698.80"
Colorado,8075,Logan,Sterling,+40.728091°,–103.090464°,103.090464°,"22,709","4,761.81",16.364,"4,778.18"
Colorado,8077,Mesa,Grand Junction,+39.019492°,–108.461837°,108.461837°,"146,723","8,622.00",31.467,"8,653.47"
Colorado,8079,Mineral,Creede,+37.651478°,–106.932300°,106.932300°,712,"2,267.97",5.222,"2,273.19"
Colorado,8081,Moffat,Craig,+40.573984°,–108.204521°,108.204521°,"13,795","12,285.07",19.742,"12,304.81"
Colorado,8083,Montezuma,Cortez,+37.338025°,–108.595786°,108.595786°,"25,535","5,256.45",27.517,"5,283.97"
Colorado,8085,Montrose,Montrose,+38.413427°,–108.263042°,108.263042°,"41,276","5,803.37",4.923,"5,808.30"
Colorado,8087,Morgan,Fort Morgan,+40.262354°,–103.807092°,103.807092°,"28,159","3,316.31",34.474,"3,350.78"
Colorado,8089,Otero,La Junta,+37.884170°,–103.721260°,103.721260°,"18,831","3,268.47",20.052,"3,288.52"
Colorado,8091,Ouray,Ouray,+38.150600°,–107.767133°,107.767133°,"4,436","1,402.72",1.6,"1,404.32"
Colorado,8093,Park,Fairplay,+39.118914°,–105.717648°,105.717648°,"16,206","5,682.03",43.531,"5,725.57"
Colorado,8095,Phillips,Holyoke,+40.594712°,–102.345105°,102.345105°,"4,442","1,781.73",0.302,"1,782.03"
Colorado,8097,Pitkin,Aspen,+39.217533°,–106.915943°,106.915943°,"17,148","2,514.09",6.469,"2,520.56"
Colorado,8099,Prowers,Lamar,+37.958181°,–102.392161°,102.392161°,"12,551","4,243.42",15.353,"4,258.78"
Colorado,8101,Pueblo,Pueblo,+38.170658°,–104.489893°,104.489893°,"159,063","6,179.98",30.28,"6,210.26"
Colorado,8103,Rio Blanco,Meeker,+39.972606°,–108.200685°,108.200685°,"6,666","8,342.18",4.868,"8,347.05"
Colorado,8105,Rio Grande,Del Norte,+37.485763°,–106.453214°,106.453214°,"11,982","2,361.96",0.984,"2,362.94"
Colorado,8107,Routt,Steamboat Springs,+40.483160°,–106.985289°,106.985289°,"23,509","6,117.62",15.826,"6,133.45"
Colorado,8109,Saguache,Saguache,+38.033952°,–106.246675°,106.246675°,"6,108","8,206.44",4.455,"8,210.90"
Colorado,8111,San Juan,Silverton,+37.781075°,–107.670257°,107.670257°,699,"1,003.59",2.036,"1,005.62"
Colorado,8113,San Miguel,Telluride,+38.009374°,–108.427326°,108.427326°,"7,359","3,332.31",5.214,"3,337.52"
Colorado,8115,Sedgwick,Julesburg,+40.871568°,–102.355358°,102.355358°,"2,379","1,419.42",3.531,"1,422.95"
Colorado,8117,Summit,Breckenridge,+39.621023°,–106.137555°,106.137555°,"27,994","1,575.64",28.283,"1,603.92"
Colorado,8119,Teller,Cripple Creek,+38.871994°,–105.182552°,105.182552°,"23,350","1,442.77",4.945,"1,447.71"
Colorado,8121,Washington,Akron,+39.965413°,–103.209605°,103.209605°,"4,814","6,521.67",15.207,"6,536.88"
Colorado,8123,Weld,Greeley,+40.555794°,–104.383649°,104.383649°,"252,825","10,326.90",76.554,"10,403.45"
Colorado,8125,Yuma,Wray,+40.000631°,–102.422649°,102.422649°,"10,043","6,123.78",11.135,"6,134.92"
Connecticut,9001,Fairfield,Bridgeport,+41.228103°,–73.366757°,73.366757°,"916,829","1,618.46",549.162,"2,167.62"
Connecticut,9003,Hartford,Hartford,+41.806053°,–72.732916°,72.732916°,"894,014","1,903.89",40.213,"1,944.11"
Connecticut,9005,Litchfield,Litchfield,+41.791897°,–73.235428°,73.235428°,"189,927","2,384.24",62.166,"2,446.41"
Connecticut,9007,Middlesex,Middletown,+41.434525°,–72.524227°,72.524227°,"165,676",956.486,180.684,"1,137.17"
Connecticut,9009,New Haven,New Haven,+41.349717°,–72.900204°,72.900204°,"862,477","1,565.66",667.053,"2,232.72"
Connecticut,9011,New London,New London,+41.478630°,–72.103452°,72.103452°,"274,055","1,722.03",276.666,"1,998.69"
Connecticut,9013,Tolland,Rockville,+41.858076°,–72.340977°,72.340977°,"152,691","1,062.45",17.698,"1,080.15"
Connecticut,9015,Windham,Willimantic,+41.824999°,–71.990702°,71.990702°,"118,428","1,328.43",22.092,"1,350.52"
Delaware,10001,Kent,Dover,+39.097088°,–75.502982°,75.502982°,"162,310","1,518.20",549.471,"2,067.67"
Delaware,10003,New Castle,Wilmington,+39.575915°,–75.644132°,75.644132°,"538,479","1,104.08",175.386,"1,279.46"
Delaware,10005,Sussex,Georgetown,+38.677511°,–75.335495°,75.335495°,"197,145","2,424.43",674.205,"3,098.64"
District of Columbia,11001,District of Columbia,Washington,+38.904149°,–77.017094°,77.017094°,"601,723",158.115,18.885,177
Florida,12001,Alachua,Gainesville,+29.675740°,–82.357221°,82.357221°,"247,336","2,266.29",242.911,"2,509.20"
Florida,12003,Baker,Macclenny,+30.324442°,–82.302284°,82.302284°,"27,115","1,515.74",9.686,"1,525.43"
Florida,12005,Bay,Panama City,+30.237563°,–85.631348°,85.631348°,"168,852","1,964.40",711.453,"2,675.85"
Florida,12007,Bradford,Starke,+29.946934°,–82.166796°,82.166796°,"28,520",761.357,16.905,778.262
Florida,12009,Brevard,Titusville,+28.298276°,–80.700384°,80.700384°,"543,376","2,630.56","1,402.04","4,032.60"
Florida,12011,Broward,Fort Lauderdale,+26.193520°,–80.476658°,80.476658°,"1,748,066","3,133.33",292.869,"3,426.20"
Florida,12013,Calhoun,Blountstown,+30.388801°,–85.197916°,85.197916°,"14,625","1,469.39",18.075,"1,487.46"
Florida,12015,Charlotte,Punta Gorda,+26.868826°,–81.940858°,81.940858°,"159,978","1,761.91",461.075,"2,222.99"
Florida,12017,Citrus,Inverness,+28.843628°,–82.524796°,82.524796°,"141,236","1,506.59",496.236,"2,002.82"
Florida,12019,Clay,Green Cove Springs,+29.987116°,–81.858147°,81.858147°,"190,865","1,565.29",101.496,"1,666.78"
Florida,12021,Collier,East Naples,+26.118713°,–81.400884°,81.400884°,"321,520","5,175.64",794.325,"5,969.96"
Florida,12023,Columbia,Lake City,+30.221305°,–82.623127°,82.623127°,"67,531","2,065.71",9.723,"2,075.43"
Florida,12027,DeSoto,Arcadia,+27.190581°,–81.806253°,81.806253°,"34,862","1,649.98",6.275,"1,656.25"
Florida,12029,Dixie,Cross City,+29.580899°,–83.195666°,83.195666°,"16,422","1,826.08",410.764,"2,236.84"
Florida,12031,Duval,Jacksonville,+30.335245°,–81.648113°,81.648113°,"864,263","1,974.07",404.713,"2,378.78"
Florida,12033,Escambia,Pensacola,+30.611664°,–87.339040°,87.339040°,"297,619","1,700.23",565.247,"2,265.47"
Florida,12035,Flagler,Bunnell,+29.474894°,–81.286362°,81.286362°,"95,696","1,257.34",221.091,"1,478.43"
Florida,12037,Franklin,Apalachicola,+29.810176°,–84.799174°,84.799174°,"11,549","1,384.93","1,273.68","2,658.61"
Florida,12039,Gadsden,Quincy,+30.579170°,–84.612783°,84.612783°,"46,389","1,337.29",31.588,"1,368.88"
Florida,12041,Gilchrist,Trenton,+29.723456°,–82.795801°,82.795801°,"16,939",905.659,14.406,920.064
Florida,12043,Glades,Moore Haven,+26.954810°,–81.190820°,81.190820°,"12,884","2,087.55",468.371,"2,555.93"
Florida,12045,Gulf,Port St. Joe,+29.907257°,–85.256537°,85.256537°,"15,863","1,460.79",496.109,"1,956.89"
Florida,12047,Hamilton,Jasper,+30.491102°,–82.951049°,82.951049°,"14,799","1,330.71",13.638,"1,344.35"
Florida,12049,Hardee,Wauchula,+27.492846°,–81.821580°,81.821580°,"27,731","1,651.85",1.44,"1,653.29"
Florida,12051,Hendry,LaBelle,+26.539340°,–81.151584°,81.151584°,"39,140","2,985.61",96.465,"3,082.08"
Florida,12053,Hernando,Brooksville,+28.567911°,–82.464835°,82.464835°,"172,778","1,223.87",301.689,"1,525.56"
Florida,12055,Highlands,Sebring,+27.342627°,–81.340921°,81.340921°,"98,786","2,633.02",231.596,"2,864.62"
Florida,12057,Hillsborough,Tampa,+27.906590°,–82.349568°,82.349568°,"1,229,226","2,642.34",635.973,"3,278.31"
Florida,12059,Holmes,Bonifay,+30.866222°,–85.812959°,85.812959°,"19,927","1,240.03",26.599,"1,266.63"
Florida,12061,Indian River,Vero Beach,+27.700638°,–80.574803°,80.574803°,"138,028","1,302.43",295.606,"1,598.04"
Florida,12063,Jackson,Marianna,+30.787812°,–85.210374°,85.210374°,"49,746","2,376.99",95.322,"2,472.31"
Florida,12065,Jefferson,Monticello,+30.424558°,–83.890859°,83.890859°,"14,761","1,549.06",99.559,"1,648.62"
Florida,12067,Lafayette,Mayo,+29.990066°,–83.178510°,83.178510°,"8,870","1,407.43",11.646,"1,419.08"
Florida,12069,Lake,Tavares,+28.764113°,–81.712282°,81.712282°,"297,052","2,430.40",566.127,"2,996.52"
Florida,12071,Lee,Fort Myers,+26.552134°,–81.892250°,81.892250°,"618,754","2,031.88","1,108.38","3,140.26"
Florida,12073,Leon,Tallahassee,+30.459310°,–84.277800°,84.277800°,"275,487","1,727.14",90.487,"1,817.63"
Florida,12075,Levy,Bronson,+29.284409°,–82.783483°,82.783483°,"40,801","2,896.14",762.981,"3,659.12"
Florida,12077,Liberty,Bristol,+30.259849°,–84.868581°,84.868581°,"8,365","2,164.10",19.583,"2,183.68"
Florida,12079,Madison,Madison,+30.447228°,–83.470437°,83.470437°,"19,224","1,802.50",51.114,"1,853.61"
Florida,12081,Manatee,Bradenton,+27.481386°,–82.365784°,82.365784°,"322,833","1,924.18",387.845,"2,312.03"
Florida,12083,Marion,Ocala,+29.202805°,–82.043100°,82.043100°,"331,298","4,103.96",202.185,"4,306.14"
Florida,12085,Martin,Stuart,+27.079954°,–80.398211°,80.398211°,"146,318","1,407.57",542.252,"1,949.82"
Florida,12086,Miami-Dade,Miami,+25.610494°,–80.499045°,80.499045°,"2,496,435","4,915.06","1,381.67","6,296.73"
Florida,12087,Monroe,Key West,+25.601043°,–81.206777°,81.206777°,"73,090","2,546.69","7,133.45","9,680.14"
Florida,12089,Nassau,Fernandina Beach,+30.605926°,–81.764929°,81.764929°,"73,314","1,679.97",200.159,"1,880.13"
Florida,12091,Okaloosa,Crestview,+30.665858°,–86.594194°,86.594194°,"180,822","2,409.33",393.241,"2,802.57"
Florida,12093,Okeechobee,Okeechobee,+27.385592°,–80.887388°,80.887388°,"39,996","1,991.46",318.565,"2,310.03"
Florida,12095,Orange,Orlando,+28.514435°,–81.323295°,81.323295°,"1,145,956","2,339.87",258.561,"2,598.43"
Florida,12097,Osceola,Kissimmee,+28.059027°,–81.139312°,81.139312°,"268,685","3,438.09",462.192,"3,900.28"
Florida,12099,Palm Beach,West Palm Beach,+26.645763°,–80.448673°,80.448673°,"1,320,134","5,101.66","1,070.30","6,171.97"
Florida,12101,Pasco,Dade City,+28.302024°,–82.455707°,82.455707°,"464,697","1,934.43",314.859,"2,249.29"
Florida,12103,Pinellas,Clearwater,+27.903122°,–82.739518°,82.739518°,"916,542",709.136,865.906,"1,575.04"
Florida,12105,Polk,Bartow,+27.953115°,–81.692783°,81.692783°,"602,095","4,656.38",550.926,"5,207.30"
Florida,12107,Putnam,Palatka,+29.606006°,–81.740894°,81.740894°,"74,364","1,884.53",257.184,"2,141.72"
Florida,12109,St. Johns,Milton,+29.890593°,–81.383914°,81.383914°,"190,039","1,555.69",572.051,"2,127.74"
Florida,12111,St. Lucie,Sarasota,+27.380775°,–80.443364°,80.443364°,"277,789","1,481.28",300.907,"1,782.19"
Florida,12113,Santa Rosa,Sanford,+30.703633°,–87.014255°,87.014255°,"151,372","2,620.04",420.026,"3,040.07"
Florida,12115,Sarasota,St. Augustine,+27.184386°,–82.365835°,82.365835°,"379,448","1,439.69",438.941,"1,878.63"
Florida,12117,Seminole,Fort Pierce,+28.690079°,–81.131980°,81.131980°,"422,718",800.879,93.428,894.308
Florida,12119,Sumter,Bushnell,+28.714294°,–82.074715°,82.074715°,"93,420","1,416.55",85.192,"1,501.74"
Florida,12121,Suwannee,Live Oak,+30.189244°,–82.992754°,82.992754°,"41,551","1,783.34",9.594,"1,792.94"
Florida,12123,Taylor,Perry,+30.016943°,–83.616417°,83.616417°,"22,570","2,702.15",489.238,"3,191.39"
Florida,12125,Union,Lake Butler,+30.054280°,–82.366918°,82.366918°,"15,535",630.806,16.05,646.856
Florida,12127,Volusia,DeLand,+29.057617°,–81.161813°,81.161813°,"494,593","2,851.66",858.331,"3,709.99"
Florida,12129,Wakulla,Crawfordville,+30.140378°,–84.375136°,84.375136°,"30,776","1,570.62",334.904,"1,905.52"
Florida,12131,Walton,De Funiak Springs,+30.631211°,–86.176614°,86.176614°,"55,043","2,687.44",523.1,"3,210.54"
Florida,12133,Washington,Chipley,+30.602217°,–85.662797°,85.662797°,"24,896","1,509.45",85.861,"1,595.31"
Georgia,13001,Appling,Baxley,+31.739712°,–82.290103°,82.290103°,"18,236","1,313.33",13.417,"1,326.75"
Georgia,13003,Atkinson,Pearson,+31.300562°,–82.883614°,82.883614°,"8,375",878.994,13.343,892.338
Georgia,13005,Bacon,Alma,+31.563327°,–82.387859°,82.387859°,"11,096",669.708,70.569,740.277
Georgia,13007,Baker,Newton,+31.319622°,–84.454857°,84.454857°,"3,451",885.63,18.634,904.264
Georgia,13009,Baldwin,Milledgeville,+33.059532°,–83.255362°,83.255362°,"45,720",667.812,24.779,692.591
Georgia,13011,Banks,Homer,+34.351922°,–83.498441°,83.498441°,"18,395",601.112,4.651,605.763
Georgia,13013,Barrow,Winder,+33.992009°,–83.712303°,83.712303°,"69,367",415.199,6.818,422.016
Georgia,13015,Bartow,Cartersville,+34.240918°,–84.838188°,84.838188°,"100,157","1,190.21",27.374,"1,217.59"
Georgia,13017,Ben Hill,Fitzgerald,+31.740776°,–83.147190°,83.147190°,"17,634",647.809,9.807,657.616
Georgia,13019,Berrien,Nashville,+31.274308°,–83.231906°,83.231906°,"19,286","1,170.41",15.503,"1,185.91"
Georgia,13021,Bibb,Macon,+32.808844°,–83.694193°,83.694193°,"155,547",646.88,14.514,661.394
Georgia,13023,Bleckley,Cochran,+32.435403°,–83.331717°,83.331717°,"13,063",559.1,8.447,567.548
